ID|Name|Lvl|PID|Region|Lang|Period|Status|Instr|Pioneers|Artists|Works|Source
881|Rawstyle|3||Global|EN|1990-now|A|Various|Unknown|Various|Traditional|Extra Microgenre
882|Psystyle|3||Global|EN|1990-now|A|Various|Unknown|Various|Traditional|Extra Microgenre
883|Uptempo|3||Global|EN|1990-now|A|Various|Unknown|Various|Traditional|Extra Microgenre
884|Terror|3||Global|EN|1990-now|A|Various|Unknown|Various|Traditional|Extra Microgenre
885|Balkan Beat|3||Global|EN|1990-now|A|Various|Unknown|Various|Traditional|Extra Microgenre
889|Oriental Bass|3||Global|EN|1990-now|A|Various|Unknown|Various|Traditional|Extra Microgenre
893|PC Music|3||Global|EN|1990-now|A|Various|Unknown|Various|Traditional|Extra Microgenre
894|Bubblegum Bass|3||Global|EN|1990-now|A|Various|Unknown|Various|Traditional|Extra Microgenre
896|Speedrun|3||Global|EN|1990-now|A|Various|Unknown|Various|Traditional|Extra Microgenre
899|Cybergrind|3||Global|EN|1990-now|A|Various|Unknown|Various|Traditional|Extra Microgenre
